train_loss_giou,train_cardinality_error,epoch,train_loss_ce,training_loss,train_loss_bbox,step
0.3123251497745514,18.25,0,8.940695961356937e-10,0.7230453491210938,0.019679004326462746,154
0.29765740036964417,16.75,0,2.354377670599206e-08,0.7044187784194946,0.02182079665362835,159
0.2960839867591858,23.25,0,1.3112988028751715e-08,0.6610806584358215,0.013782537542283535,164
0.28578808903694153,21.0,0,5.9604643443123e-10,0.6518691778182983,0.016058603301644325,169
0.2527681887149811,19.25,0,9.83475878513218e-09,0.5894633531570435,0.0167853906750679,174
0.29085254669189453,20.5,0,2.38418529363571e-09,0.6819685697555542,0.020052699372172356,179
0.2408585399389267,18.25,0,2.98023217215615e-10,0.5450515151023865,0.01266689132899046,184
0.25167813897132874,17.5,0,2.4615616212031455e-07,0.5784246921539307,0.015013637021183968,189
0.26023173332214355,18.25,0,1.668926508102686e-08,0.5900025367736816,0.013907811604440212,194
0.23983439803123474,18.25,0,2.98023217215615e-10,0.554713249206543,0.015008896589279175,199
0.2870446741580963,20.0,0,1.7583309031010685e-08,0.641387939453125,0.013459709472954273,204
0.34782272577285767,20.0,0,1.1861048676564678e-07,0.7848643660545349,0.017843756824731827,209
0.2661079466342926,18.75,0,5.662438518072577e-09,0.6001984477043152,0.013596509583294392,214
0.26102691888809204,15.0,0,5.0663944151096985e-09,0.6100271940231323,0.01759467087686062,219
0.29456549882888794,14.25,0,8.940695406245425e-10,0.6613172292709351,0.014437242411077023,224
0.28161707520484924,15.25,0,2.4437790457909614e-08,0.6527907848358154,0.017911328002810478,229
0.2882717251777649,19.5,0,9.238717346704561e-09,0.6513088941574097,0.014953088946640491,234
0.2665696442127228,18.25,0,5.3644164665911376e-09,0.6135460138320923,0.01608133874833584,239
0.3253166377544403,17.75,0,4.1425074925882654e-08,0.7478783130645752,0.019449004903435707,244
0.23283638060092926,19.0,0,5.3512230806518346e-05,0.524005651473999,0.011655878275632858,249
0.3060344159603119,18.75,0,1.1712084813098045e-07,0.6852394342422485,0.014634094201028347,254
0.2528235614299774,15.0,0,3.635876311136599e-08,0.5759161710739136,0.014053798280656338,259
0.27468249201774597,15.75,0,6.397748393283109e-07,0.6181390285491943,0.013754678890109062,264
0.3137749433517456,19.75,0,1.2374008520055213e-06,0.7167995572090149,0.017849691212177277,269
0.26529231667518616,18.0,0,3.355650051162229e-07,0.6216880679130554,0.01822061650454998,274
0.2650679349899292,20.25,0,2.8323377136985073e-06,0.6047838926315308,0.014929041266441345,279
0.26126497983932495,15.5,0,1.251696346571407e-08,0.6174363493919373,0.018981274217367172,284
0.44047269225120544,20.0,0,1.7881391922713874e-09,0.9925624132156372,0.02232341095805168,289
0.2845371961593628,15.0,0,4.1127023564513365e-08,0.6595456600189209,0.018094243481755257,294
0.29800376296043396,17.25,0,3.874300880113424e-09,0.6904299259185791,0.018884476274251938,299
0.28345203399658203,16.25,0,5.083808218842023e-07,0.6307454109191895,0.01276816800236702,304
0.2812378406524658,18.5,0,4.231911887586648e-08,0.6243809461593628,0.012381047941744328,309
0.25503841042518616,19.75,0,7.15255499272871e-09,0.5764660835266113,0.013277853839099407,314
0.2278299182653427,18.5,0,8.940690854331024e-09,0.5260607004165649,0.014080166816711426,319
0.25195613503456116,16.5,0,1.1264012755418662e-05,0.5987362861633301,0.018962550908327103,324
0.31506508588790894,19.0,0,6.854532053068851e-09,0.7013283967971802,0.014239640906453133,329
0.2710471749305725,20.5,0,2.0861621319312462e-09,0.6114950180053711,0.01388013456016779,334
0.39287200570106506,18.25,0,1.221894496694631e-08,0.915210485458374,0.02589329332113266,339
0.32415691018104553,21.0,0,2.4437866841253708e-08,0.7469697594642639,0.019731178879737854,344
0.3338611423969269,14.5,0,5.0663944151096985e-09,0.8000781536102295,0.026471175253391266,349
0.24619773030281067,17.0,0,3.695473793641213e-08,0.5774258375167847,0.01700606755912304,354
0.19428086280822754,13.25,0,2.2053628256912816e-08,0.4449690580368042,0.011281464248895645,359
0.25861504673957825,14.75,0,3.278254778749101e-09,0.6032024025917053,0.017194459214806557,364
0.2992059290409088,14.0,0,1.1324872595253055e-08,0.6997889876365662,0.020275427028536797,369
0.26769739389419556,19.25,0,0.0,0.5987712144851685,0.012675278820097446,374
0.28784337639808655,15.5,0,4.172322931594863e-09,0.6508313417434692,0.015028919093310833,379
0.23404410481452942,14.75,0,8.940695961356937e-10,0.5312119722366333,0.012624755501747131,384
0.28531795740127563,18.75,0,2.98023217215615e-10,0.6854931712150574,0.02297145128250122,389
0.24900400638580322,17.75,0,1.9967533404496862e-08,0.5738152265548706,0.015161439776420593,394
0.25693655014038086,16.0,0,4.470345871254722e-09,0.6089669466018677,0.019018761813640594,399
0.22606343030929565,16.0,0,1.0400818695188718e-07,0.5299805998802185,0.015570729039609432,404
0.30669674277305603,19.25,0,2.7716117401155316e-08,0.70634526014328,0.018590344116091728,409
0.27612489461898804,17.5,0,1.788139081249085e-09,0.6177604794502258,0.013102136552333832,414
0.2612822949886322,17.5,0,4.768367922736161e-09,0.6136130690574646,0.01820969022810459,419
0.2769615650177002,18.0,0,1.788139081249085e-09,0.6280035972595215,0.014816095121204853,424
0.23246848583221436,17.25,0,2.98023217215615e-10,0.5327463150024414,0.013561870902776718,429
0.28217238187789917,17.75,0,1.78813885920448e-09,0.6308963894844055,0.013310321606695652,434
0.2977488040924072,14.75,0,8.940695406245425e-10,0.6956661343574524,0.02003370225429535,439
0.2492092251777649,18.75,0,1.1920927578401574e-09,0.5554748773574829,0.011411286890506744,444
0.2856993079185486,17.5,0,1.4901160305669237e-09,0.6487732529640198,0.015474931336939335,449
0.24126435816287994,15.75,0,0.0,0.5477057695388794,0.013035406358540058,454
0.27396512031555176,18.25,0,2.9802307288662178e-09,0.6457700729370117,0.01956797204911709,459
0.2527505159378052,16.75,0,2.9802307288662178e-09,0.5627462863922119,0.011449048295617104,464
0.2659866511821747,18.5,0,8.642663473779066e-09,0.6163071393966675,0.016866762191057205,469
0.25708290934562683,17.75,0,8.553173813652393e-08,0.5992022752761841,0.017007270827889442,474
0.287975013256073,16.75,0,1.1324866378004117e-08,0.650059700012207,0.014821936376392841,479
0.22570683062076569,20.5,0,1.549719286231266e-08,0.5073826313018799,0.011193792335689068,484
0.2272341251373291,16.25,0,1.788139081249085e-09,0.5225711464881897,0.013620582409203053,489
